,variant,count,cumcount
510,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'D', 'B', 'B', 'B', 'B', 'E')",1,461
511,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,462
512,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'H', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,463
513,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'B', 'B', 'B', 'B', 'E')",1,464
514,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'Q', 'O', 'B', 'B', 'E')",1,465
515,"('A', 'C', 'A', 'B', 'B', 'F', 'B', 'E', '?')",1,466
516,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'P', 'B', 'B', 'B', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,467
517,"('A', 'B', 'B', 'C', 'A', 'A', 'A')",1,468
499,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,469
497,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'I', 'Q', 'B', 'B', 'B', 'B', 'E', '?')",1,470
473,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'E')",1,471
495,"('L', 'C', 'L', 'L', 'L', 'B', 'B', 'B')",1,472
474,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'E', '?')",1,473
475,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'F', 'B', 'B', 'B', 'B', 'E', '?')",1,474
476,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'G', 'H', 'B', 'B', 'E', '?')",1,475
477,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'Q', 'A')",1,476
478,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,477
479,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'I', 'B', 'B', 'B', 'E', '?')",1,478
480,"('A', 'C', 'A', 'B', 'B', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,479
481,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,480
482,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'W', 'B', 'E')",1,481
483,"('A', 'C', 'A', 'B', 'B', 'B', 'R', 'B', 'B', 'B')",1,482
485,"('L', 'C', 'L', 'B', 'B', 'B', 'L', 'L', 'G', 'M', 'B', 'B', 'B', 'B', 'B', 'E')",1,483
486,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'N', 'E')",1,484
488,"('L', 'C', 'L', 'L', 'L', 'B', 'B', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'M', 'B', 'B', 'E')",1,485
489,"('A', 'A', 'A', 'A', 'C', 'B', 'B', 'B', 'O', 'B', 'B', 'E', '?')",1,486
490,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'M', 'K', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'E', '?')",1,487
491,"('A', 'B', 'B', 'B', 'A', 'C', 'A', 'A')",1,488
492,"('A', 'C', 'A', 'B', 'B', 'B', 'O', 'A', 'A', 'B', 'E')",1,489
493,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'M', 'B', 'B', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Q', 'B', 'B', 'E', '?')",1,490
494,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,491
593,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'G', 'B', 'B', 'H', 'E', '?')",1,492
613,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'H', 'B', 'A', 'B', 'B', 'E')",1,493
595,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'Q', 'E')",1,494
728,"('L', 'C', 'L', 'B', 'B', 'B', 'L', 'L', 'U', 'B', 'B', 'E')",1,495
718,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'T', 'E')",1,496
719,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'B', 'I', 'B', 'E')",1,497
720,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'F', 'B', 'B', 'E', '?')",1,498
721,"('A', 'B', 'B', 'C', 'A', 'A')",1,499
722,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,500
724,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,501
725,"('B', 'B', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'E')",1,502
726,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'N', 'A', 'B', 'B', 'E', '?')",1,503
727,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'I', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,504
729,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'F', 'B', 'B', 'B', 'B', 'E')",1,505
716,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,506
730,"('B', 'B', 'A', 'C', 'B', 'B', 'A', 'A', 'A')",1,507
731,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'B')",1,508
732,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'H', 'B', 'B', 'E', '?')",1,509
733,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'F', 'B', 'B', 'E')",1,510
734,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'V', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,511
735,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'M', 'B', 'B', 'E')",1,512
736,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'G', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,513
737,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'B', 'F', 'E', '?')",1,514
738,"('A', 'C', 'A', 'B', 'B', 'H', 'E')",1,515
717,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'J', 'O', 'B', 'B', 'B', 'B', 'E', '?')",1,516
715,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'B', 'B', 'E', '?')",1,517
740,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'B', 'B', 'W', 'B', 'B', 'B', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'W', 'B', 'B', 'E', '?')",1,518
703,"('A', 'A', 'A', 'A', 'C', 'B', 'B', 'B', 'G', 'O', 'B', 'B', 'E')",1,519
694,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,520
695,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,521
696,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'P', 'B', 'B', 'B', 'F', 'B', 'B', 'E')",1,522
697,"('B', 'B', 'B', 'A', 'C', 'A', 'A', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,523
698,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'M', 'E', '?')",1,524
699,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'O', 'B', 'B', 'B', 'B', 'B', 'E')",1,525
700,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'W', 'B', 'B', 'B', 'P', 'F', 'B', 'B', 'E', '?')",1,526
701,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,527
702,"('A', 'C', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'M', 'B', 'E', '?')",1,528
704,"('A', 'C', 'A', 'B', 'B', 'B', 'N', 'N', 'P', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'S', 'B', 'B', 'E', '?')",1,529
714,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,530
705,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'I', 'F', 'B', 'B', 'B', 'J', 'B', 'B', 'B', 'B', 'J', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,531
706,"('A', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'O', 'E')",1,532
707,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'N', 'B', 'B', 'E')",1,533
708,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'K', 'M', 'B', 'E')",1,534
709,"('A', 'C', 'A', 'B', 'B', 'G', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'E', '?')",1,535
710,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'F', 'B', 'B', 'B', 'B', 'E', '?')",1,536
711,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'E')",1,537
712,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'P', 'B', 'B', 'B')",1,538
713,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'O', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'E', '?')",1,539
739,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'H', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,540
741,"('A', 'C', 'A', 'B', 'B', 'G', 'B', 'B', 'T', 'B', 'B', 'E')",1,541
692,"('B', 'B', 'A', 'C', 'A', 'O', 'B', 'B', 'E')",1,542
776,"('A', 'C', 'A', 'A', 'B', 'B', 'A', 'G', 'B', 'B', 'E')",1,543
767,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'S', 'O', 'B', 'B', 'E')",1,544
768,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'K', 'B', 'B', 'E', '?')",1,545
769,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'F', 'A', 'E')",1,546
770,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,547
771,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'O', 'B', 'E')",1,548
772,"('A', 'C', 'A', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'H', 'B', 'B', 'E', '?')",1,549
773,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'J', 'B', 'B', 'B', 'B', 'R', 'B', 'B', 'B', 'E')",1,550
774,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'S', 'B', 'B', 'O', 'B', 'B', 'B', 'E')",1,551
775,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,552
777,"('A', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'M', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,553
765,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'P', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'E', '?')",1,554
778,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'I', 'E', '?')",1,555
779,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,556
780,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'W', 'B', 'B', 'B', 'B', 'E')",1,557
781,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'F', 'B', 'B', 'E')",1,558
782,"('A', 'A', 'A', 'A', 'C', 'B', 'B', 'B', 'O', 'B', 'B', 'E')",1,559
783,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?', 'B', 'B', 'B')",1,560
784,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'A', 'V', 'E', '?')",1,561
785,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'D', 'B', 'B', 'B', 'E')",1,562
786,"('L', 'C', 'L', 'B', 'B', 'B', 'L', 'L', 'U', 'E')",1,563
766,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'E', '?')",1,564
764,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'B')",1,565
742,"('A', 'B', 'B', 'B', 'A', 'C', 'A', 'A', 'O', 'B', 'B', 'E')",1,566
752,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'P', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,567
743,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'H', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,568
744,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'P', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,569
745,"('A', 'C', 'A', 'B', 'B', 'J', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'J', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,570
746,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'O', 'B', 'B', 'E', '?')",1,571
747,"('A', 'C', 'A', 'B', 'B', 'J', 'B', 'B', 'E', '?')",1,572
748,"('B', 'B', 'A', 'B', 'B', 'C', 'A')",1,573
749,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,574
750,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'B', 'B', 'B', 'R', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,575
751,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,576
753,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'F', 'O', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,577
763,"('A', 'B', 'B', 'B', 'C', 'A', 'B', 'B', 'A', 'A')",1,578
754,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,579
755,"('A', 'C', 'A', 'B', 'B', 'F', 'B', 'B', 'B', 'E')",1,580
756,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'G', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'I', 'E')",1,581
757,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'I', 'I', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'P', 'E')",1,582
758,"('A', 'A', 'C', 'B', 'B', 'B', 'A', 'A', 'S', 'F', 'B', 'B', 'B', 'E', '?')",1,583
759,"('A', 'C', 'A', 'B', 'B', 'B', 'J', 'J', 'R', 'E')",1,584
760,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'H', 'I', 'B', 'B', 'B', 'B', 'E')",1,585
761,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'O', 'A', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,586
762,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'M', 'B', 'E')",1,587
693,"('A', 'C', 'A', 'B', 'B', 'J', 'B', 'B', 'R', 'B', 'B', 'B', 'E', '?')",1,588
691,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'E')",1,589
596,"('A', 'C', 'A', 'B', 'B', 'O', 'B', 'B', 'B', 'E')",1,590
630,"('B', 'B', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'H', 'B', 'B', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,591
621,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,592
622,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'E', '?')",1,593
623,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'B', 'E', '?')",1,594
624,"('A', 'C', 'A', 'B', 'B', 'A', 'A', 'B')",1,595
625,"('A', 'C', 'A', 'B', 'H', 'B', 'B', 'B', 'B', 'B', 'E')",1,596
626,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F')",1,597
627,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'N', 'B', 'B', 'B', 'B', 'E', '?')",1,598
628,"('A', 'C', 'A', 'A', 'B', 'B', 'A', 'G', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'B', 'E', '?')",1,599
629,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'B', 'B', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,600
631,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'G', 'B', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,601
619,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,602
632,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'B', 'B', 'N', 'B', 'B', 'B', 'B', 'E')",1,603
633,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'G', 'B', 'B', 'F', 'B', 'B', 'B', 'E')",1,604
634,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'U', 'A', 'B', 'B', 'B', 'B', 'E')",1,605
635,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'I', 'B', 'B', 'B', 'E')",1,606
636,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,607
637,"('A', 'C', 'A', 'B', 'B', 'B', 'G', 'B', 'B', 'I', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,608
638,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'Q', 'B', 'B', 'B', 'B', 'B', 'O', 'E')",1,609
639,"('A', 'A', 'C', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'B', 'B', 'B', 'F', 'E')",1,610
640,"('A', 'C', 'A', 'B', 'B', 'B', 'B', 'A', 'A')",1,611
620,"('A', 'C', 'B', 'B', 'B', 'A', 'G', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,612
618,"('A', 'C', 'A', 'B', 'B', 'B', 'F', 'E')",1,613
642,"('A', 'C', 'A', 'B', 'B', 'B', 'R')",1,614
606,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'M', 'B', 'B', 'E')",1,615
597,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,616
598,"('A', 'C', 'A', 'B', 'B', 'B', 'N', 'E', '?')",1,617
599,"('A', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'E', '?')",1,618
600,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,619
601,"('A', 'C', 'A', 'B', 'B', 'A', 'G', 'B', 'D', 'D', 'A', 'B', 'B', 'B', 'B', 'E')",1,620
602,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'M', 'E')",1,621
603,"('A', 'C', 'B', 'B', 'B', 'F', 'A', 'A', 'A', 'O', 'B', 'B', 'E')",1,622
604,"('A', 'C', 'A', 'B', 'B', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', 'B', 'B')",1,623
605,"('A', 'C', 'B', 'B', 'B', 'A')",1,624
607,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'N', 'F', 'B', 'B', 'B', 'B', 'E')",1,625
617,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'M', 'B', 'B', 'B', 'B', 'E', '?')",1,626
608,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'O', 'B', 'B', 'B', 'E')",1,627
609,"('A', 'C', 'A', 'B', 'B', 'B', 'O', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,628
610,"('A', 'C', 'A', 'B', 'B', 'G', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,629
611,"('A', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'N', 'B', 'B', 'B', 'B', 'E', '?')",1,630
612,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'I', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,631
423,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'S', 'B', 'B', 'E')",1,632
614,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'G', 'B', 'B', 'T', 'B', 'B', 'B', 'B', 'E')",1,633
615,"('A', 'C', 'A', 'B', 'B', 'B', 'Q', 'V', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'S', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'S', 'E')",1,634
616,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'E', '?')",1,635
641,"('B', 'B', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'E')",1,636
643,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'Q', 'E')",1,637
690,"('B', 'B', 'A', 'C', 'A', 'A', 'F', 'E')",1,638
679,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'G', 'U', 'E', '?')",1,639
670,"('C', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'G', 'D', 'B', 'B', 'B', 'B', 'E', '?')",1,640
671,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'F', 'I', 'B', 'B', 'B', 'B', 'B', 'E')",1,641
672,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'B', 'I', 'B', 'B', 'I', 'E')",1,642
673,"('C', 'A', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'F', 'E', '?')",1,643
