,variant,count,cumcount
170,"('A', 'C', 'A', 'B', 'A', 'G', 'B', 'O', 'B', 'T', 'B', 'W', 'B', 'T', 'B', 'E', '?')",1,875
168,"('A', 'C', 'A', 'B', 'A', 'G', 'B', 'D', 'E')",1,876
167,"('A', 'C', 'A', 'B', 'T', 'O', 'B', 'E')",1,877
165,"('B', 'A', 'C', 'A', 'B', 'A', 'I', 'B', 'P', 'B', 'W', 'B', 'I', 'B', 'E')",1,878
164,"('A', 'C', 'B', 'A', 'G', 'B', 'F', 'B', 'E', '?')",1,879
163,"('A', 'C', 'A', 'B', 'W', 'B', 'O', 'E', '?')",1,880
162,"('B', 'A', 'C', 'A', 'B', 'A', 'K', 'O', 'B', 'E')",1,881
160,"('A', 'C', 'A', 'B', 'A', 'V', 'E')",1,882
159,"('A', 'C', 'A', 'B', 'A', 'W', 'B', 'T', 'B', 'E', '?')",1,883
158,"('A', 'C', 'A', 'B', 'A', 'I', 'A', 'B', 'E')",1,884
156,"('A', 'C', 'A', 'B', 'A', 'O', 'E', '?')",1,885
144,"('A', 'C', 'A', 'B', 'Q', 'A')",1,886
155,"('A', 'B', 'C', 'A', 'O', 'B', 'E', '?')",1,887
153,"('A', 'C', 'B', 'A', 'R', 'F', 'B', 'E', '?')",1,888
152,"('A', 'C', 'A', 'B', 'A', 'S', 'B', 'O', 'B', 'E', '?')",1,889
151,"('A', 'C', 'B', 'A', 'Q', 'B', 'F', 'B', 'E', '?')",1,890
150,"('A', 'C', 'A', 'B', 'A', 'W', 'B', 'N', 'B', 'I', 'E')",1,891
149,"('A', 'C', 'B', 'A', 'N', 'E')",1,892
148,"('A', 'B', 'C', 'A', 'F', 'W', 'B', 'R', 'B', 'E')",1,893
147,"('A', 'C', 'A', 'B', 'A', 'O', 'A')",1,894
146,"('A', 'C', 'A', 'B', 'A', 'M', 'B', 'K', 'B', 'E')",1,895
145,"('A', 'B', 'C', 'A', 'S', 'O', 'E', '?')",1,896
106,"('A', 'C', 'A', 'B', 'A', 'F', 'B', 'O', 'B', 'E', '?')",1,897
103,"('A', 'C', 'B', 'A', 'I', 'N', 'B', 'E', '?')",1,898
102,"('A', 'B', 'C', 'A', 'U', 'B', 'E', '?')",1,899
38,"('A', 'C', 'A', 'B', 'A', 'G', 'V', 'B', 'E')",1,900
52,"('A', 'C', 'A', 'B', 'A', 'G', 'B', 'S', 'B', 'E', '?')",1,901
50,"('A', 'C', 'A', 'B', 'A', 'N', 'A', 'B', 'I', 'E', '?')",1,902
48,"('A', 'C', 'A', 'B', 'A', 'W', 'B', 'N', 'B', 'E', '?')",1,903
47,"('A', 'C', 'B', 'A', 'R', 'B', 'R', 'E')",1,904
46,"('A', 'C', 'A', 'B', 'A', 'B', 'R', 'O', 'B', 'E')",1,905
45,"('A', 'C', 'A', 'B', 'A', 'R', 'B', 'T', 'B', 'H', 'B', 'E')",1,906
43,"('A', 'C', 'A', 'B', 'J', 'B', 'R', 'E')",1,907
42,"('B', 'A', 'C', 'A', 'B', 'F', 'B', 'F', 'B', 'W', 'B', 'E')",1,908
40,"('B', 'A', 'C', 'A')",1,909
39,"('A', 'C', 'A', 'B', 'A', 'V', 'B', 'T', 'B', 'E', '?')",1,910
36,"('L', 'C', 'L', 'B', 'L', 'J', 'B', 'E')",1,911
101,"('L', 'C', 'L', 'B', 'M', 'E', '?')",1,912
35,"('A', 'C', 'A', 'B', 'A', 'G', 'M', 'B', 'E')",1,913
30,"('A', 'B', 'C', 'A', 'O', 'E')",1,914
28,"('A', 'C', 'A', 'B', 'A', 'B', 'W', 'B', 'E')",1,915
19,"('A', 'C', 'B', 'A', 'B', 'A', 'V', 'I', 'B', 'E', '?')",1,916
17,"('A', 'C', 'A', 'B', 'A', 'F', 'B')",1,917
14,"('A', 'C', 'B', 'A', 'I', 'B', 'I', 'B', 'E', '?')",1,918
9,"('A', 'B', 'C', 'A', 'B', 'A', 'O', 'B', 'E', '?')",1,919
7,"('A', 'C', 'A', 'B', 'A', 'F', 'B', 'P', 'B', 'F', 'E', '?')",1,920
6,"('A', 'C', 'A', 'B', 'A', 'R', 'B', 'E', '?', 'B')",1,921
5,"('A', 'C', 'A', 'B', 'A', 'S', 'P', 'B', 'F', 'B', 'E', '?')",1,922
54,"('A', 'C', 'B', 'A', 'E', 'F')",1,923
57,"('L', 'C', 'L', 'T', 'W', 'B', 'T', 'B', 'E')",1,924
58,"('A', 'C', 'A', 'B', 'F', 'E', '?')",1,925
60,"('L', 'C', 'L', 'B', 'U', 'B', 'E')",1,926
100,"('A', 'C', 'B', 'A', 'W', 'B', 'I', 'B', 'E', '?')",1,927
98,"('A', 'C', 'A', 'B', 'I', 'B', 'N', 'E')",1,928
97,"('L', 'C', 'L', 'B', 'K', 'M', 'B', 'E')",1,929
93,"('A', 'C', 'B', 'A', 'G', 'B', 'O', 'B', 'E')",1,930
90,"('A', 'C', 'A', 'B', 'A', 'B', 'W', 'B', 'J', 'B', 'R', 'B', 'E')",1,931
89,"('A', 'C', 'A', 'B', 'A', 'G', 'F', 'B', 'J', 'B', 'F', 'B', 'R', 'B', 'E')",1,932
88,"('A', 'C', 'A', 'B', 'A', 'T', 'B', 'O', 'B', 'E')",1,933
87,"('A', 'B', 'C', 'A', 'F', 'B', 'E')",1,934
86,"('A', 'C', 'A', 'B', 'S', 'B', 'E', '?')",1,935
83,"('A', 'C', 'B', 'A', 'G', 'B', 'O', 'E')",1,936
82,"('A', 'C', 'A', 'B', 'G', 'D', 'B', 'E')",1,937
81,"('L', 'B', 'C', 'L', 'M', 'E')",1,938
80,"('A', 'C', 'A', 'B', 'A', 'X', 'O', 'E')",1,939
77,"('B', 'A', 'C', 'A', 'B', 'A', 'O', 'B', 'O', 'I', 'B', 'N', 'E')",1,940
76,"('A', 'C', 'A', 'B', 'H', 'B', 'O', 'E')",1,941
74,"('A', 'C', 'A', 'B', 'A', 'G', 'N', 'E')",1,942
70,"('A', 'C', 'A', 'B', 'A', 'T', 'V', 'E')",1,943
69,"('A', 'C', 'A', 'B', 'Q', 'O', 'B', 'E', '?')",1,944
68,"('A', 'C', 'A', 'B', 'A', 'G', 'B', 'I', 'B', 'N', 'E')",1,945
64,"('A', 'C', 'A', 'B', 'A', 'G', 'B', 'R', 'B', 'E')",1,946
62,"('A', 'C', 'B', 'A', 'G', 'B', 'V', 'N', 'B', 'E')",1,947
171,"('A', 'C', 'A', 'B', 'A', 'J', 'B', 'P', 'B', 'O', 'E')",1,948
172,"('A', 'C', 'A', 'B', 'A', 'Q', 'P', 'B', 'F', 'B', 'E')",1,949
173,"('A', 'C', 'B', 'F', 'A', 'E')",1,950
258,"('A', 'C', 'B', 'A', 'R', 'E')",1,951
269,"('A', 'C', 'A', 'B', 'A', 'O', 'B', 'W', 'B', 'E')",1,952
268,"('A', 'C', 'A', 'B', 'A', 'S', 'B', 'N', 'B', 'E')",1,953
267,"('A', 'C', 'A', 'B', 'A', 'I', 'M', 'B', 'E', '?')",1,954
266,"('A', 'C', 'A', 'B', 'A', 'F', 'B', 'D', 'B', 'E')",1,955
265,"('A', 'C', 'B', 'A', 'I', 'N', 'B', 'E')",1,956
264,"('A', 'C', 'A', 'B', 'A', 'G', 'B', 'M', 'U', 'B', 'E')",1,957
263,"('C', 'B', 'A', 'P', 'B', 'H', 'B', 'E', '?')",1,958
262,"('A', 'C', 'B', 'A', 'F', 'E', '?')",1,959
260,"('A', 'C', 'A', 'B', 'A', 'D')",1,960
259,"('A', 'C', 'B', 'A', 'R', 'B', 'E', '?')",1,961
257,"('A', 'C', 'A', 'B', 'A', 'G', 'D', 'B', 'N', 'E')",1,962
240,"('A', 'C', 'A', 'B', 'A', 'G', 'M', 'E', '?')",1,963
255,"('A', 'C', 'A', 'B', 'A', 'W', 'B', 'F', 'E')",1,964
254,"('B', 'L', 'C', 'L')",1,965
253,"('A', 'C', 'B', 'A', 'V', 'B', 'F', 'B', 'E', '?')",1,966
251,"('A', 'C', 'A', 'B', 'V')",1,967
250,"('B', 'A', 'C', 'A', 'B', 'A', 'I', 'B', 'E')",1,968
248,"('A', 'C', 'B', 'A', 'P', 'B', 'F', 'E', '?')",1,969
246,"('A', 'C', 'A', 'G', 'E')",1,970
245,"('A', 'C', 'A', 'B', 'A', 'H', 'B', 'H', 'A', 'B', 'E', '?')",1,971
243,"('A', 'B', 'C', 'A', 'Q', 'O', 'B', 'E')",1,972
242,"('A', 'C', 'A', 'B', 'A', 'H', 'F', 'B', 'E')",1,973
270,"('A', 'C', 'A', 'B', 'A', 'N', 'I', 'P', 'B', 'E', '?')",1,974
271,"('C', 'A', 'B', 'A', 'G', 'A')",1,975
273,"('A', 'C', 'A', 'B', 'Q', 'B', 'I', 'E')",1,976
275,"('A', 'C', 'A', 'B', 'A', 'W', 'B', 'F', 'B', 'E', '?')",1,977
305,"('A', 'C', 'A', 'B', 'A', 'R', 'I', 'A', 'B', 'E')",1,978
304,"('A', 'C', 'A', 'B', 'G', 'F', 'B', 'E', '?')",1,979
302,"('A', 'C', 'A', 'B', 'G', 'O', 'B', 'E')",1,980
300,"('A', 'C', 'A', 'B', 'A', 'F', 'B', 'J', 'F', 'E')",1,981
296,"('A', 'C', 'A', 'B', 'A', 'G', 'B', 'F', 'B', 'E', '?')",1,982
295,"('A', 'C', 'B', 'A', 'I', 'A', 'E')",1,983
294,"('B', 'A', 'C', 'A', 'S', 'B', 'J', 'B', 'W', 'B', 'O', 'E', '?')",1,984
293,"('A', 'C', 'A', 'B', 'A', 'F', 'B', 'W', 'B', 'F', 'B', 'E', '?')",1,985
292,"('A', 'C', 'A', 'B', 'A', 'F', 'B', 'W', 'B', 'F', 'E')",1,986
291,"('A', 'C', 'A', 'B', 'A', 'P', 'B', 'F', 'B', 'E', '?')",1,987
290,"('A', 'C', 'B', 'A', 'T', 'H', 'B', 'E')",1,988
289,"('A', 'C', 'A', 'B', 'A', 'O', 'B', 'R', 'B', 'E')",1,989
286,"('L', 'C', 'L', 'B', 'L', 'O', 'B', 'E', '?')",1,990
285,"('A', 'C', 'B', 'H', 'I', 'B', 'S', 'B', 'H', 'B', 'E', '?')",1,991
283,"('B', 'L', 'C', 'L', 'B', 'L', 'G', 'N', 'B', 'E')",1,992
282,"('A', 'C', 'A', 'B', 'A', 'I', 'B', 'A', 'E', '?')",1,993
281,"('A', 'B', 'C', 'A', 'T', 'B', 'H', 'P', 'B', 'H', 'B', 'E')",1,994
279,"('A', 'C', 'A', 'B', 'A', 'U', 'B', 'M', 'B', 'E', '?')",1,995
278,"('A', 'C', 'A', 'B', 'A', 'P', 'B', 'S', 'B', 'E')",1,996
277,"('A', 'C', 'A', 'B', 'A', 'O', 'B', 'E', 'B', '?')",1,997
276,"('A', 'C', 'A', 'B', 'A', 'Q', 'B', 'O', 'B', 'P', 'R', 'B', 'R', 'E')",1,998
241,"('A', 'C', 'B', 'A', 'Q', 'B', 'E')",1,999
239,"('A', 'C', 'A', 'B', 'G', 'B', 'O', 'B', 'E')",1,1000
175,"('A', 'C', 'A', 'B', 'F', 'B', 'D', 'B', 'E', '?')",1,1001
189,"('A', 'C', 'A', 'B', 'A', 'S', 'I', 'B', 'E')",1,1002
202,"('A', 'B', 'C', 'A', 'G', 'B', 'O', 'B', 'E')",1,1003
201,"('A', 'C', 'A', 'B', 'M', 'E', '?')",1,1004
199,"('A', 'C', 'B', 'A', 'G', 'A', 'P', 'B', 'M', 'B', 'E')",1,1005
198,"('A', 'C', 'A', 'B', 'A', 'I', 'A', 'B', 'E', '?')",1,1006
196,"('L', 'C', 'L', 'B', 'C')",1,1007
195,"('L', 'B', 'C', 'L', 'M', 'B', 'E')",1,1008
194,"('L', 'C', 'L', 'B', 'L', 'B', 'W', 'B', 'F', 'B', 'E', '?')",1,1009
192,"('A', 'C', 'A', 'B', 'R', 'O', 'B', 'E')",1,1010
191,"('B', 'A', 'C', 'A', 'G', 'B', 'F', 'B', 'E')",1,1011
190,"('A', 'C', 'A', 'B', 'A', 'S', 'E')",1,1012
186,"('A', 'C', 'A', 'B', 'O', 'E', '?')",1,1013
238,"('A', 'C', 'A', 'B', 'J', 'R', 'B', 'E')",1,1014
185,"('A', 'C', 'A', 'B', 'A', 'J', 'B', 'O', 'B', 'E')",1,1015
184,"('A', 'C', 'A', 'B', 'A', 'Q', 'I', 'B', 'E')",1,1016
183,"('A', 'C', 'A', 'B', 'A', 'I', 'B', 'E', '?', 'B')",1,1017
182,"('L', 'C', 'B', 'L', 'K', 'W', 'B', 'O', 'E')",1,1018
181,"('A', 'C', 'A', 'B', 'A', 'T', 'B', 'H', 'B', 'E')",1,1019
180,"('A', 'C', 'A', 'B', 'A', 'P', 'B', 'I', 'F', 'B', 'E')",1,1020
179,"('A', 'C', 'B', 'A', 'N', 'D', 'B', 'E')",1,1021
178,"('A', 'C', 'A', 'B', 'J', 'B', 'K', 'E')",1,1022
177,"('A', 'C', 'B', 'A', 'Q', 'I', 'B', 'E')",1,1023
176,"('A', 'C', 'B', 'A', 'V', 'B', 'D', 'B', 'E')",1,1024
203,"('C', 'A', 'B', 'R', 'B', 'E', '?')",1,1025
204,"('A', 'C', 'A', 'B', 'J', 'E')",1,1026
206,"('B', 'A', 'C', 'A', 'B', 'A', 'D', 'B', 'E')",1,1027
208,"('A', 'C', 'A', 'B', 'A', 'G', 'N', 'B', 'E', '?')",1,1028
237,"('A', 'C', 'A', 'B', 'A', 'G', 'E')",1,1029
234,"('B', 'A', 'C', 'A', 'B', 'A')",1,1030
232,"('A', 'C', 'A', 'B', 'G', 'F', 'E', '?')",1,1031
231,"('A', 'C', 'A', 'B', 'A', 'I')",1,1032
230,"('L', 'B', 'C', 'L', 'R', 'F', 'B', 'E', '?')",1,1033
228,"('A', 'C', 'B', 'N', 'F', 'B', 'E', '?')",1,1034
227,"('A', 'C', 'A', 'B', 'A', 'N', 'I', 'B', 'E', '?')",1,1035
226,"('B', 'A', 'C', 'A', 'B', 'A', 'F', 'B', 'E')",1,1036
225,"('A', 'C', 'B', 'A', 'B', 'A')",1,1037
224,"('A', 'C', 'A', 'B', 'R', 'M', 'B', 'E')",1,1038
223,"('A', 'C', 'A', 'B', 'A', 'G', 'D', 'B', 'E', '?')",1,1039
221,"('L', 'C', 'L', 'B', 'L', 'C')",1,1040
220,"('L', 'C', 'L', 'B', 'L', 'H', 'B', 'E', '?')",1,1041
219,"('A', 'C', 'A', 'B', 'A', 'K', 'B', 'M', 'B', 'E', '?')",1,1042
218,"('A', 'C', 'A', 'B', 'A', 'G', 'Q', 'B', 'E', '?')",1,1043
217,"('A', 'C', 'A', 'B', 'A', 'D', 'B')",1,1044
216,"('A', 'C', 'B', 'A', 'W', 'B', 'O', 'B', 'E')",1,1045
215,"('A', 'C', 'A', 'B', 'A', 'N', 'I', 'E', '?')",1,1046
213,"('A', 'C', 'A', 'B', 'A', 'H', 'B')",1,1047
212,"('A', 'C', 'A', 'B', 'A', 'H', 'I', 'N', 'B', 'E')",1,1048
209,"('A', 'C', 'A', 'B', 'A', 'I', 'A', 'B', 'F', 'B', 'E', '?')",1,1049
512,"('L', 'C', 'L', 'B', 'L', 'U', 'E')",1,1050
